author,datetype,docid,enddate,enumcron,filepath,genres,imprint,imprintdate,locnum,oclc,place,recordid,sampledas,startdate,subjects,title
"Davison, Frank Dalby,",s,inu.39000001257331,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000001257331.basic.json.bz2,Fiction,Sydney|Angus & Robertson|1942.,1942,,15060810,at ,006061554,fic,1942,,Man-shy
"Updike, John.",s,inu.39000001351548,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000001351548.basic.json.bz2,Fiction,"Jackson, Miss.|Published by Nouveau Press for the Mississippi Civil Liberties Union|1987.",1987,PS3571.P4M64 1987,16060548,msu,008566661,fic,1987,,More stately mansions
"Okpi, Kalu,",s,inu.39000001367619,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000001367619.basic.json.bz2,Fiction,London|Macmillan|1982.,1982,,15285788,enk,007589783,fic,1982,,Coup!
"Pasternak, Boris Leonidovich,",r,inu.39000001408884,1958,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000001408884.basic.json.bz2,Fiction,"London|Collins Harvill|1987, c1958.",1987,PG3476.P27,15590019,enk,000980943,fic,1987,"History | Fiction|Revolution, 1917-1921",Doctor Zhivago
"Park, Ruth.",c,inu.39000001482467,1985,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000001482467.basic.json.bz2,Fiction,"Ringwood, Victoria, Australia|New York, N.Y., U.S.A.|Penguin Books|1986, c1985.",1986,,16802006,enk,007591857,fic,1986,,Missus
"Durrell, Gerald,",c,inu.39000001565519,1981,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000001565519.basic.json.bz2,Fiction,"New York|Simon & Schuster|1982], c1981.",1982,PR6054.U74M6 1982,8114675,nyu,007587540,fic,1982,,The mockery bird
"Mulwa, David.",s,inu.39000001600829,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.39000001600829.basic.json.bz2,Fiction,Nairobi|Longman|1979.,1979,,8237746,ke ,6062742,fic,1979,,Master and servant
"Marsh, Ngaio,",s,inu.39000001728729,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000001728729.basic.json.bz2,Fiction,London|G. Bles|1935.,1935,,8715314,enk,006061029,fic,1935,,Enter a murder
"Borrow, George Henry,",c,inu.39000001795801,1857,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000001795801.basic.json.bz2,Fiction,"London|Oxford University Press|1959,c1857.",1959,,6583409,enk,006058101,fic,1959,,The Romany Rye
"Ghanty, Yacoob H.,",s,inu.39000001799985,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000001799985.basic.json.bz2,Fiction,Port-Louis? Mauritius|Y. Ghanty|c1981.,1981,PR9680.M33G4 1981,8974983,mf ,006063787,fic,1981,"Fiction|1925-2003|Amin, Idi",The return of Big Dada
,s,inu.39000001816078,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.39000001816078.basic.json.bz2,NotFiction|Biography,Charlottesville [Va.;The Library;1980.,1980,,7072868,vau,006058768,bio,1980,"1873-1947|Cather, Willa|Biography|Authors, English",Miracles of perception
,s,inu.39000001845937,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000001845937.basic.json.bz2,Fiction,"Auckland, N.Z.|Longman Paul|1980.",1980,,7191833,nz ,006063778,fic,1980,,"Lali, a Pacific anthology"
"Fakunle-Onadeko, Funmilayo.",q,inu.39000001879977,1979,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000001879977.basic.json.bz2,Fiction,Oshogbo [Nigeria|Fakunle Major Press|197-?,"<estimate=""[197-?]"">",,7303120,nr ,006061233,fic,1970,,The sacrificial child
"Solzhenit͡syn, Aleksandr Isaevich,",r,inu.39000001919773,1963,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000001919773.basic.json.bz2,Fiction,"Harmondsworth|New York|Penguin|1984, c1963.",1984,,7515235,enk,008561078,fic,1984,,One day in the life of Ivan Denisovich
"Seward, Desmond,",s,inu.39000001971592,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000001971592.basic.json.bz2,Bibliographies|NotFiction|Biography,London|Constable|1981.,1981,,7725470,enk,000261554,bio,1981,"Queen, consort of Louis XVI, King of France|France|Queens|Marie Antoinette|1755-1793|Biography",Marie Antoinette
"Mitchell, Colin.",s,inu.39000002040264,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000002040264.basic.json.bz2,Fiction,Cape Town|Howard Timmins|1980.,1980,,7965513,sa ,006062546,fic,1980,,Africa vortex
"Carroll, Lewis,",q,inu.39000002601958,1959,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000002601958.basic.json.bz2,Fiction|Juvenile audience,London|R. Clay|195-,"<estimate=""[195-]"">",,4321170,enk,006055843,fic,1950,Fairy tales,Alice's adventures in Wonderland
"Davidson, Basil,",s,inu.39000002715360,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000002715360.basic.json.bz2,Fiction,London|J. Cape|1955.,1955,,4722228,enk,006059587,fic,1955,,The rapids
,s,inu.39000002727712,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000002727712.basic.json.bz2,Fiction,"Atlantic Highlands, N.J.|Humanities Press|1979.",1979,PR8875,4776462,nju,007872580,fic,1979,19th century|English fiction|Irish authors,Representative Irish tales
"(John Davys), Beresford, J. D.",s,inu.39000002775034,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000002775034.basic.json.bz2,Fiction,"London|W. Heinemann, ltd.|1933",1933,PZ3.B45Cam,4937951,enk,006059039,fic,1933,,The Camberwell miracle
"Gicheru, Mwangi.",s,inu.39000002782501,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.39000002782501.basic.json.bz2,Fiction,Nairobi;Spear;1976.,1976,PZ4.G453IvPR9381.9.G5,4973444,ke ,006062587,fic,1976,,The ivory merchant
"Stapledon, Olaf,",s,inu.39000002841497,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000002841497.basic.json.bz2,Fiction,London|Science Fiction Book Club|1963.,1963,,3152734,enk,006059771,fic,1963,,Last men in London
"Hardy, Thomas,",s,inu.39000002924749,    ,v.3,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000002924749.basic.json.bz2,Fiction,London|Macmillan|New York|Published in the U. S. by St. Martin's Press|1977,1977,,3399391,enk,007586149,fic,1977,,The new Wessex edition of the stories of Thomas Hardy
"Beasley, David R.,",s,inu.39000003008518,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000003008518.basic.json.bz2,Bibliographies|NotFiction|Biography,"Erin, Ont.|Porcupine's Quill|c1977.",1977,PR9199.2.R53Z58,3683901,onc,000093815,bio,1977,"19th century|Novelists, Canadian|Richardson, John|1796-1852|Biography",The Canadian Don Quixote
"Tynan, Kathleen.",s,inu.39000003093965,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000003093965.basic.json.bz2,Fiction,New York|Ballantine Books|1978.,1978,PZ4.T9866Ag 1978PR6070.Y57,3966178,nyu,007588244,fic,1978,"1890-1976|Christie, Agatha|In literature",Agatha
"Stow, Randolph,",s,inu.39000003100059,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000003100059.basic.json.bz2,Fiction,London|Macdonald|1956,1956,PZ4.S892Hau,3999150,enk,006060959,fic,1956,,A haunted land
"Likimani, Muthoni G.",s,inu.39000003156143,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000003156143.basic.json.bz2,Fiction,Kampala|East African Literature Bureau|1974.,1974,PR9381.9.L5W5,2143753,ug ,006062765,fic,1974,,What does a man want?
"Apollinaire, Guillaume,",s,inu.39000003233652,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000003233652.basic.json.bz2,Fiction,London|Owen|1976.,1976,PZ3.A6482On3PQ2601.P6,2374540,enk,007571744,fic,1976,,Les Onze mille verges
,m,inu.39000003361891,9999,v.13,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000003361891.basic.json.bz2,Bibliographies|NotFiction,London|Archibald Constable and Co.|1907-[1996,1907-1996,DA670.O9V6,225068,enk,007449157,non,1907,Oxfordshire|England|Natural history|Antiquities|University of Oxford|History,A history of the county of Oxford
"Cullen, Seamus.",s,inu.39000003404220,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000003404220.basic.json.bz2,Fiction,London|Allen Lane|1976.,1976,PZ4.C9627As4PS3553.U3,2837088,enk,007593913,fic,1976,,Astra and Flondrix
,s,inu.39000003433047,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000003433047.basic.json.bz2,Fiction,London|Hamilton|1976.,1976,PR8676.P7,2894899,enk,007588464,fic,1976,"English fiction|Ghost stories, English|Scottish authors",Prevailing spirits
"Scheader, Catherine.",s,inu.39000003459240,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.39000003459240.basic.json.bz2,Juvenile audience|Bibliographies|Biography|NotFiction,Chicago|Campus Publications|c1978.,1978,PS3515.A515Z87,2965124,ilu,7593301,bio,1978,"Juvenile literature|1930-1965|Dramatists, American|Dramatists|Afro-Americans|20th century|Hansberry, Lorraine|Biography",Lorraine Hansberry
"Graves, Robert,",r,inu.39000003538456,1933,,/Volumes/TARDIS/work/hathifiles/counts/inu.39000003538456.basic.json.bz2,Autobiography|NotFiction,New York|AMS Press|1975,1975,D371.G65 1975,1258202,nyu,6029694,other,1975,"Sir|World War, 1914-1918|History|Eastern question (Balkan)|Graves, Robert|b. 1858|Causes",Storm centres of the Near East
"Kasakow, Sergei S.",s,inu.39000003576498,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000003576498.basic.json.bz2,Bibliographies|NotFiction,"Laramie|College of Commerce and Industry, University of Wyoming|1974.",1974,HD4965.5.R9K37,1419545,wyu,007443100,non,1974,"Incentives in industry|Soviet Union|Salaries, etc|Executives",The nature and industrial experience with the emerging Soviet managerial incentives control system
"Kelly, John,",r,inu.39000003603888,    ,v.1,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000003603888.basic.json.bz2,Fiction,New York|Garland Pub. Co.|1975.,1975,PR3667.R5 vol. 4-5PR3539.K22,1530875,nyu,000019060,fic,1975,,Pamela's conduct in high life (1741)
"Middleton, Edgar Charles,",s,inu.39000003627788,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.39000003627788.basic.json.bz2,Biography|NotFiction,London|S. Paul|1934,1934,DA566.9.B37M5,1624891,xx ,6035680,bio,1934,"1910-1936|Politics and government|1879-1964|Baron|Beaverbrook, Max Aitken",Beaverbrook;
"Berger, Meyer,",s,inu.39000003646481,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000003646481.basic.json.bz2,NotFiction,New York|Simon and Schuster|1942.,1942,,1710158,nyu,005993864,non,1942,,The eight million
"Azuonye, Chukwuma.",s,inu.39000003701682,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.39000003701682.basic.json.bz2,NotFiction,Nsukka [Nigeria;Odunke;c1972,1972,,1970220,nr ,006063807,poe,1972,English poetry|Nigerian poetry (English)|In literature|20th century|Nigeria,Nsukka harvest;
"Falcaro, Joe.",s,inu.39000003781577,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000003781577.basic.json.bz2,NotFiction,New York|Ronald Press|1966,1966,GV903.F3 1966,341823,nyu,005995823,non,1966,Bowling,Bowling for all
"Tutuola, Amos.",s,inu.39000003785370,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000003785370.basic.json.bz2,Fiction,New York|Grove Press|1953,1953,PZ4.T968Pal2,366117,nyu,001025889,fic,1953,,The palm-wine drinkard and his dead palm-wine tapster in the Dead's Town
"Baptie, Robert.",c,inu.39000003836314,1970,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000003836314.basic.json.bz2,Fiction,"Lusaka|Neczam|1971, c1970",1971,PZ4.B225Sak3PR6052.A58,678508,za ,006060555,fic,1971,,"Sakatoni, and other stories"
"Posener, Jill.",s,inu.39000004012782,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000004012782.basic.json.bz2,NotFiction,London|Boston|Routledge & Kegan Paul|1982.,1982,,9421497,enk,006931653,non,1982,Street art|Graffiti,Spray it loud
"Holme, Norman.",s,inu.39000004031469,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.39000004031469.basic.json.bz2,NotFiction|Biography|Bibliographies,London [England;Samson Books;1979.,1979,,9500505,enk,008867159,bio,1979,"Regimental histories|Zulu War, 1879",The silver wreath
"(Christopher J.), Koch, C. J.",s,inu.39000004043423,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000004043423.basic.json.bz2,Fiction,Sydney|Angus & Robertson|1982.,1982,PR9619.3.K64A64 1982,9556490,at ,006060847,fic,1982,,Across the sea wall
"Chatwin, Bruce,",s,inu.39000004106758,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000004106758.basic.json.bz2,Fiction,"New York, N.Y.|Penguin Books|1984.",1984,,9783910,nyu,007588137,fic,1984,,On the black hill
"Omotoso, Bisi.",s,inu.39000004221615,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000004221615.basic.json.bz2,Fiction,"Ikeja, Nigeria|Adebisi Omotoso and Associates with Alpha Educational Services|c1985.",1985,PR9387.9.O398A9 1985,14520786,nr ,006061227,fic,1985,,Two stories
"Coombs, Margaret.",s,inu.39000004302985,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.39000004302985.basic.json.bz2,Fiction,St. Lucia|New York|University of Queensland Press|1988.,1988,PR9619.3.C573R4 1988,16648776,at ,6061563,fic,1988,,Regards to the czar
,s,inu.39000004487927,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000004487927.basic.json.bz2,NotFiction|Bibliographies,"Owerri, Imo State, Nigeria|New Africa Publishing Co.|1986.",1986,,19525485,nr ,006075456,non,1986,Social values|Nigeria|Social sciences,Issues in social sciences
"Boldrewood, Rolf,",s,inu.39000004571159,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000004571159.basic.json.bz2,Fiction,London|Cassell|1947,1947,,13344996,enk,006060660,fic,1947,,Robbery under arms;
"Chadwicke, Alice,",s,inu.39000004581869,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000004581869.basic.json.bz2,Fiction,New York|S. French|c1958.,1958,,14400527,nyu,006058752,fic,1958,,Pudd'nhead Wilson
"Cornwell, Bernard.",r,inu.39000004585654,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000004585654.basic.json.bz2,Fiction,"New York, N.Y.|Viking|1988.",1988,PR6053.O75R43 1988,16129480,nyu,007588522,fic,1988,"Revolution, 1775-1783|History | Fiction",Redcoat
"Green, Michael Frederick.",s,inu.39000004738725,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.39000004738725.basic.json.bz2,NotFiction,London;New York;S. French;c1978.,1978,PR6057.R347F6,4808640,enk,007587599,dra,1978,Parodies,Four plays for coarse actors
"Blum, John Morton,",m,inu.39000004762568,1967,v.2,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000004762568.basic.json.bz2,NotFiction|Biography,Boston|Houghton Mifflin|1959-67.,1959-1967,HJ257.B6,252492,mau,000234374,bio,1959,"Currency question|1891-1967|Morgenthau, Henry|1933-|Finance, Public|United States|History",From the Morgenthau diaries
"Faulkner, William,",c,inu.39000004799461,1951,,/Volumes/TARDIS/work/hathifiles/counts/inu.39000004799461.basic.json.bz2,Fiction,"New York;Vintage Books;1975, c1951",1975,PZ3.F272Rj5PS3511.A86,2062419,nyu,002998343,fic,1975,,Requiem for a nun
"Bury, Shirley.",s,inu.39000005519132,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.39000005519132.basic.json.bz2,Bibliographies|NotFiction,"Owings Mills, Md.|Stemmer House|1984.",1984,NK7446.B8 1984,10184000,mdu,6933711,other,1984,History|Rings,Rings
"Penick, James L.",s,inu.39000005674010,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000005674010.basic.json.bz2,Bibliographies|NotFiction|Biography,Columbia|University of Missouri Press|1981.,1981,F396.M95P46,7274436,mou,000141137,bio,1981,"Southwest, Old|Criminals|Outlaws|Murrell, John A|History|Biography",The great western land pirate
"Krech, Shepard,",s,inu.39000005674457,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000005674457.basic.json.bz2,Bibliographies|NotFiction|Biography,"Boston, Mass.|G.K. Hall|1981.",1981,F187.T2S894,7283737,mau,000084784,bio,1981,"Maryland|African Americans|Race relations|Sutton, Joseph L|Social life and customs|1885-1980|Talbot County|Biography",Praise the bridge that carries you over
"Field, Rachel,",s,inu.39000005761775,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000005761775.basic.json.bz2,Fiction|Juvenile audience,New York|London|C. Scribner's Sons|1929.,1929,PZ8.1.F462Am,5244026,nyu,001112645,fic,1929,United States|Tales,American folk and fairy tales
"Ellis, Mark.",s,inu.39000005816090,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000005816090.basic.json.bz2,Fiction,London|Secker and Warburg|1973.,1973,PZ4.E46627BanPR9499.3.E4,901665,enk,007590179,fic,1973,,Bannerman
"Wang, Chi-chên,",s,inu.39000005843490,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000005843490.basic.json.bz2,Fiction,New York|Columbia university press|1944.,1944,PL3277.E8W34,2298041,nyu,006930124,fic,1944,Translations into English. |China. |Tales|Chinese literature,Traditional Chinese tales
"Shapiro, Irwin,",s,inu.39000005880088,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000005880088.basic.json.bz2,Fiction,New York|J. Messner|1945,1945,PS461.J6S5,1462749,nyu,001113023,fic,1945,John Henry (Legendary character),John Henry and the double jointed steam-drill;
"Arnow, Harriette Louisa Simpson,",s,inu.39000005887414,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000005887414.basic.json.bz2,Fiction,"Berea, Ky.|Council of the Southern Mountains Publishers|1963",1963,PZ3.A7654Mo3,1834657,kyu,006809999,fic,1963,,Mountain path
"Byron, Gilbert.",c,inu.39000005896332,1957,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000005896332.basic.json.bz2,Fiction,"Hatboro, Pa.|Tradition Press|1967 [c1957",1967,PZ4.B996Lo5PS3503.Y95,58807,pau,006810003,fic,1967,,The Lord's oysters
"Christensen, Abigail M. H.",r,inu.39000005896571,1892,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000005896571.basic.json.bz2,Fiction|Juvenile audience,New York|Negro Universities Press|1969,1969,PZ8.1.C462A5,65115,nyu,001276332,fic,1969,Folklore|African Americans,Afro-American folk lore;
"Eliade, Mircea,",s,inu.39000005898320,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000005898320.basic.json.bz2,Fiction,New York|Herder and Herder|1970,1970,,98200,nyu,006931095,fic,1970,"Translations into English|Occult fiction|Fantasy fiction, Romanian|Fiction",Two tales of the occult
"Stuart, Forbes.",s,inu.39000005919365,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000005919365.basic.json.bz2,Fiction,London|Hamilton|1971.,1971,PZ8.1.S933Bo,544051,enk,006940931,fic,1971,Tales|Africa,"The boy on the ox's back, and other African legends"
,s,inu.39000006082734,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.39000006082734.basic.json.bz2,Bibliographies|Catalog|NotFiction,San Francisco|Chronicle Books|Mexican Museum|c1986.,1986,NK844.M394 1986,16867694,cau,6934804,other,1986,"Art collections|Mexico|New York|Folk art|New York (State)|(Nelson Aldrich)|Mexican Museum|1908-1979|Exhibitions|Rockefeller, Nelson A|Private collections",The Nelson A. Rockefeller Collection of Mexican Folk Art
"Howard, John,",s,inu.39000008451044,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.39000008451044.basic.json.bz2,NotFiction,Toronto|Financial Post Books|c1978.,1978,HF5548.85.H68,5336178,onc,7991329,other,1978,Executives|Job stress,"Rusting out, burning out, bowing out"
"(Juvenal Londoño), Angel, Juvenal L.",s,inu.39000008632460,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000008632460.basic.json.bz2,NotFiction,New York|Monarch Press|c1980.,1980,HF5383.A57 1980,5674031,nyu,007990751,non,1980,Applications for positions|Résumés (Employment)|Executives,Effective resumes for executives and specialized personnel
,s,inu.39000013306373,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.39000013306373.basic.json.bz2,Fiction,Toronto|Macmillan|c1976.,1976,PZ1.N66PR9197.3,2495705,onc,009401233,fic,1976,"Short stories, Canadian",Nineteenth century Canadian stories
"Trybom, John Herman.",m,loc.ark:/13960/t9960636v,9999,,/Volumes/TARDIS/work/hathifiles/secondcounts/loc.ark+=13960=t9960636v.basic.json.bz2,NotFiction,"Detroit, Mich.|Speaker printing company|1905-",1905,LB1541.T8,6177616,miu,002535873,non,1905,Manual training|Methods and manuals,Correlated hand-work;
