docid,author,datetype,enddate,enumcron,filepath,genres,imprint,imprintdate,locnum,oclc,place,recordid,sampledas,startdate,subjects,title,volgenre
mdp.39076006975978,"Cleaver, Vera.",s,    ,,,Fiction|Juvenile audience,New York|Atheneum|1974 [c1973,1974,,649974,nyu,009911410,,1973,,The whys and wherefores of Littabelle Lee | $c: [by] Vera and Bill Cleaver.,juv
pst.000026240084,"Gerstein, Mordicai.",s,    ,Books G4776gia 1995,,Juvenile audience|NotFiction,New York|Hyperion Books for Children|c1995.,1995,PZ7.G325Gg 1995,31408514,xxu,012277044,,1995,Fiction|Giants,The giant / | $c: written and illustrated by Mordicai Gerstein.,juv
pst.000047068537,"San Souci, Robert D.",s,    ,,,Juvenile audience|NotFiction,New York|Dial Books|1996.,1996,PZ7.S1947Re 1995,36889582,xxu,012257523,,1996,Shoes|Fiction|Witches,The red heels / | $c: Robert D. San Souci ; pictures by Gary Kelley.,juv
mdp.49015002324268,"Saul, Carol P.",s,    ,,,Fiction|Juvenile audience,New York|Simon & Schuster Books for Young Readers|c1995.,1995,PZ7.S2504So 1995,28294540,nyu,004556341,,1995,,Someplace else / | $c: by Carol P. Saul ; illustrated by Barrett Root.,juv
uc1.b4101795,"Coatsworth, Elizabeth Jane,",s,    ,,,Fiction|Juvenile audience,New York|Viking|1963,1963,PZ7.C6294Jo,469754,nyu,006154726,,1963,,Jock's island. | $c: Illustrated by Lilian Obligado.,juv
mdp.39015079362912,"Oppel, Kenneth,",r,2003,,,Fiction|Juvenile audience,"New York|Aladdin Paperbacks|2008, c2003.",2008,,218317977,nyu,005952492,,2008,Fiction|Bats,Firewing / | $c: by Kenneth Oppel.,juv
pst.000046354464,"Clark, Ann Nolan,",t,1952,,,NotFiction|Juvenile audience,"New York|Puffin Books|1976, c1952.",1976,PZ7.C5296Se6,2401801,xxu,007063622,,1976,Incas|Fiction,Secret of the Andes / | $c: by Ann Nolan Clark ; with drawings by Jean Charlot.,juv
mdp.39015019211682,"Cohen, Barbara.",s,    ,,,Juvenile audience|NotFiction,New York|Atheneum|1982.,1982,PZ8.1.C6644Se 1982,7576849,nyu,000106945,,1982,,Seven daughters & seven sons / | $c: by Barbara Cohen and Bahija Lovejoy.,juv
mdp.39015038892975,"Dr. Seuss,",s,    ,,,Juvenile audience|Poetry,New York|Random House|c1954.,1954,PZ8.3.G276Ho,470412,nyu,001032300,,1954,Elephants|Stories in rhyme|Poetry|Kindness|Cruelty|Belief and doubt|Fantasy|Juvenile poetry,Horton hears a Who! / | $c: by Dr. Seuss.,juv
pst.000060637963,"Sharmat, Marjorie Weinman.",s,    ,,,Juvenile audience|Fiction,New York|Delacorte Press|c2006.,2006,PZ7.S5299Nay 2006,64585685,nyu,012268039,,2006,Mystery and detective stories|Turkeys|Fiction,Nate the Great talks turkey / | $c: Marjorie Weinman Sharmat and Mitchell Sharmat ; illustrated by Jody Wheeler.,juv
pst.000065263617,"Noble, Trinka Hakes.",s,    ,,,Picture books for children|Juvenile audience|Fiction,"Chelsea, MI|Sleeping Bear Press|c2007.",2007,PZ7.N6715Ora 2007,104642405,miu,012281423,,2007,Family life|Juvenile fiction|Poverty|Schools|Artists|Families|Shoes|Fiction,The orange shoes / | $c: Trinka Hakes Noble ; illustrated by Doris Ettlinger.,juv
pst.000047050341,"Adler, David A.",s,    ,,,NotFiction|Juvenile audience,"New York, N.Y., U.S.A.|Viking|1995.",1995,PZ7.A2615Car 1995,32508020,xxu,009819944,,1995,Memory|Compact discs|Mystery and detective stories|Fiction,Cam Jansen and the Triceratops Pops mystery / | $c: David A. Adler ; illustrated by Susanna Natti.,juv
mdp.39015024837513,"Treviño, Elizabeth Borton de,",s,    ,,,Fiction|Biography|Juvenile audience,"New York|Farrar, Straus & Giroux|1967",1967,PZ7.T7327Cas,407921,nyu,001031850,,1967,Juvenile fiction|Saint|fl. 1050|Casilda,"Casilda of the rising moon; | a tale of magic and of faith, of knights and a saint in medieval Spain, | $c: by Elizabeth Borton de Treviño.",juv
mdp.39015029766444,"Henry, Marguerite,",s,    ,,,Fiction|Juvenile audience,Chicago|Rand McNally|1954,1954,PZ10.3.H43Ju 1954,305662,ilu,001032581,,1954,Justin Morgan (Horse)|Juvenile fiction|Horses,Justin Morgan had a horse; | $c: illustrated by Wesley Dennis.,juv
mdp.39015000553068,"Little, Jean,",s,    ,,,Juvenile audience|NotFiction,"Boston|Little, Brown|1962",1962,PZ7.L7225Mi,522612,mau,001021530,,1962,,Mine for keeps.,juv
mdp.39015004817303,"Le Guin, Ursula K.,",s,    ,,,Juvenile audience|Fiction,New York|Atheneum|1976.,1976,PZ7.L5215Ve,2048229,nyu,000691346,,1976,,Very far away from anywhere else / | $c: by Ursula K. Le Guin.,juv
uc1.b3407045,"Sutcliff, Rosemary.",s,    ,,,Fiction|Juvenile audience,New York|H. Z. Walck|1959,1959,PZ7.S966Shl3,1167313,nyu,006290547,,1959,"Roman period, 55 B.C.-449 A.D|Fiction|History|Juvenile fiction",The silver branch. | $c: Illustrated by Charles Keeping.,juv
uc2.ark:/13960/t6n013q2b,"Ruskin, John,", ,1979,,,Fiction|Juvenile audience,New York|Grosset & Dunlap|19--?,"<estimate=""[19--?]"">",,5231506,nyu,007694679,,1900,,The king of the golden river : | and other stories / | $c: by John Ruskin ; illus. by J. Watson Davis.,juv
mdp.39015001887531,"Grimm, Jacob,",r,1884,v.1,,Juvenile audience|Fiction|Bibliographies,Detroit|Singing Tree Press|1968.,1968,PT921.G62 1968,67506,miu,000727159,,1968,Fairy tales,"Grimm's household tales, with the author's notes. | $c: Translated from the German and edited by Margaret Hunt. With an introd. by Andrew Lang. London, G. Bell, 1884.",juv
inu.30000053341800,"Ajayi, Olufemi.",s,    ,,,Fiction|Juvenile audience,"Gambia|s.n.|1996|(Banjul, Gambia|Observer Press)",1996,,37920815,gm ,009401283,,1996,,The passport of a truant / | $c: by Olufemi Ajayi.,juv
pst.000063320664,"Couloumbis, Audrey.",s,    ,,,Fiction|Juvenile audience,New York|Random House|c2007.,2007,PZ7.C8305Mau 2007,64065623,nyu,007496730,,2007,Frontier and pioneer life|Juvenile fiction|Orphans|Adventure and adventurers|Fiction|Sisters|Thieves|Robbers and outlaws,"Maude March on the run!, or, Trouble is her middle name / | $c: Audrey Couloumbis.",juv
pst.000056087949,"Enderle, Judith Ross.",s,    ,,,Juvenile audience|Fiction,New York|Margaret K. McElderry Books|c2004.,2004,PZ8.3.E557Hi 2004,49681642,nyu,012257431,,2004,Stories in rhyme|Foxes|Counting|Turkeys|Theater|Schools|Fiction,Hide-and-seek turkeys / | $c: by Judith Ross Enderle and Stephanie Jacob Gordon ; illustrated by Teresa Murfin.,juv
mdp.39015018606924,"Ardizzone, Edward,",q,1966,,,Juvenile audience|NotFiction,New York|H. Z. Walck|196-?,"<estimate=""[196-?]"">",PZ7.A682Tim2,297029,nyu,001021450,,1960,,Tim to the rescue / | $c: by Edward Ardizzone.,juv
pst.000033670850,"Levitin, Sonia,",s,    ,1982,,NotFiction|Juvenile audience,New York|Atheneum|1982.,1982,PZ7.L58Ye 1982,7576820,xxu,007497012,,1982,,The year of sweet senior insanity / | $c: Sonia Levitin.,juv
mdp.39015008680566,"Slobodkin, Louis,",s,    ,,,Fiction|Juvenile audience,New York|Macmillan|1963,1963,PZ7.S6333Lu,471212,nyu,001031765,,1963,,Luigi and the long-nosed soldier.,juv
mdp.49015000898271,"Flournoy, Valerie,",s,    ,,,Fiction|Juvenile audience,New York|Dial Books for Young Readers|c1985.,1985,PZ7.F667Pat 1985,10375013,nyu,004472503,,1985,Afro-Americans|Fiction|Family life|Quilting|Grandmothers,The patchwork quilt / | $c: by Valerie Flournoy ; pictures by Jerry Pinkney.,juv
mdp.39015019140519,"Coatsworth, Elizabeth Jane,",s,    ,,,Fiction|Juvenile audience,New York|Simon and Schuster|c1953.,1953,PZ10.3.C629Gi,2566425,nyu,001300291,,1953,,The giant golden book of cat stories. / | $c: by Elizabeth Coatsworth ; pictures by Feodor Rojankovsky.,juv
pst.000045968464,,s,    ,,,Fiction|Juvenile audience,New York|Philomel Books|2000.,2000,PZ5.R36 2000,42861733,nyu,008385076,,2000,Children's stories|Short stories|Juvenile fiction|Humorous stories|Fiction|Frogs,Ribbiting tales : | original stories about frogs / | $c: edited by Nancy Springer ; illustrated by Tony DiTerlizzi.,juv
mdp.39076002198617,,s,    ,,,Fiction|Juvenile audience,Grand Rapids|Zondervan Pub. House|1952.,1952,,5066611,miu,009926264,,1952,Juvenile fiction|Children's stories|Children|Conduct of life,Stories to tell boys and girls / | $c: compiled and edited by Al Bryant ; illustrated by Armand Merizon.,juv
mdp.39015051438326,"Mungoshi, Charles,",s,    ,,,NotFiction|Juvenile audience,"Harare, Zimbabwe|Baobab Books|1989.",1989,PZ8.1.M8965St 1989,22268947,rh ,003607771,,1989,Tales|Shona (African people)|Folklore|Zimbabwe,Stories from a Shona childhood / | $c: Charles Mungoshi ; [illustrations by Luke Toronga].,juv
inu.30000107523627,"Wilson-Max, Ken.",s,    ,,,NotFiction|Dictionary|Juvenile audience,New York|Hyperion Books for Children|c1998.,1998,PL8843.W55 1998,38355580,nyu,010562885,,1998,"Dictionaries, Juvenile|Zulu language|Dictionaries|Juvenile literature|Zulu (African people)|English|Social life and customs",Halala means welcome : | a book of Zulu words / | $c: written and illustrated by Ken Wilson-Max.,juv
pst.000049800104,"McCaughrean, Geraldine.",r,1998,,,NotFiction|Juvenile audience,"New York|Margaret McElderry Books|2001, c1998.",2001,,45832764,nyu,005567803,,2001,Cosmology|Mythology|Folklore,Starry tales / | $c: Geraldine McCaughrean ; illustrated by Sophy Williams.,juv
pst.000058132265,"Dickinson, John,",s,    ,,,Young adult fiction|Fiction|Juvenile audience|Fantasy fiction,Oxford|New York|David Fickling Books|c2005.,2005,PZ7.D55845Wi 2005,55738426,nyu,009819949,,2005,Fantasy,The widow and the king / | $c: John Dickinson.,juv
mdp.39076002854250,"Lin, Grace.",s,    ,,,Bibliographies|Fiction|Juvenile audience,"New York|Little, Brown and Co.|c2009.",2009,,244352627,nyu,009932658,,2009,Juvenile fiction|Children's stories|Dragons|Fairy tales|Fantasy fiction,Where the mountain meets the moon / | $c: Grace Lin.,juv
inu.30000118529704,"Elliot, Geraldine.",c,1949,,,Fiction|Juvenile audience,"New York|Schocken Books|1968, c1949",1968,PZ8.1.E54Wh3,442183,nyu,001277065,,1968,Tales|Africa,Where the leopard passes; | a book of African folk tales. | $c: Illustrated by Sheila Hawkins.,juv
uc1.b4098405,"Wheeler, Ida Willsea.",c,1927,,,NotFiction|Juvenile audience,"New York|Macmillan|1951, c1927.",1951,,4286594,nyu,006153319,,1951,Modeling|Pottery|Juvenile literature,Playing with clay / | $c: by Ida W. Wheeler ; illustrated by Elizabeth Tyler Wolcott.,juv
mdp.39015060384727,"Brinsmead-Hungerford, Hesba.",r,1964,,,Fiction|Juvenile audience,"St. Lucia, Queensland|University of Queensland Press|2004.",2004,,56750008,at ,004748206,,2004,Race relations|Juvenile fiction,Pastures of the blue crane / | $c: Hesba Brinsmead.,juv
mdp.39015027385494,"Moore, Tom,",s,    ,,,Juvenile audience|Fiction,"Portugal Cove, Nfld.|Breakwater Books|c1976.",1976,PZ7.M78813Go,3001395,nfc,000251046,,1976,,Good-bye momma / | $c: Tom Moore.,juv
mdp.39015008459052,"Hamilton, Virginia.",s,    ,,,Juvenile audience|Fiction,New York|Greenwillow Books|c1976.,1976,PZ7.H1828Ar,2164959,nyu,000688441,,1976,,Arilla Sun Down / | $c: Virginia Hamilton.,juv
pst.000032467024,"McCloskey, Robert,",s,    ,,,NotFiction|Juvenile audience,New York|Viking|1979.,1979,PZ7.M1336Ce 1979,7331209,xxu,007067156,,1979,Humorous stories,Centerburg tales / | $c: by Robert McCloskey.,juv
mdp.39015005602423,"Benary-Isbert, Margot",s,    ,,,Fiction|Juvenile audience,"New York|Harcourt, Brace|c1956.",1956,,175935,nyu,001030985,,1956,,Castle on the border / | $c: Margot Benary-Isbert ; translated from the German by Richard and Clara Winston.,juv
pst.000054377967,"Warner, Gertrude Chandler,",s,    ,W376com 2003,,Fiction|Juvenile audience,"Morton Grove, Illinois|A. Whitman & Co.|c2003.",2003,,51917028,ilu,007509999,,2003,Juvenile fiction|Detective and mystery stories|Brothers and sisters,The comic book mystery / | $c: created by Gertrude Chandler Warner ; illustrated by Hodges Soileau.,juv
mdp.49015000618406,"Talbott, Hudson.",s,    ,,,Fiction|Juvenile audience,New York|Crown Publishers|©1988.,1988,PZ8.T148In 1988,18105932,nyu,004443990,,1988,Fairy tales|fast|(OCoLC)fst00919916|Parody,"Into the woods / | $c: Stephen Sondheim, James Lapine ; adapted and illustrated by Hudson Talbott.",juv
mdp.49015000897539,"Eager, Edward.",s,    ,,,Fiction|Juvenile audience,"New York|Harcourt, Brace, Jovanovich|c1959",1959,PZ7.E115Maj 1979,49801174,nyu,004472429,,1959,Fiction|Magic,Magic or not? / | $c: Edward Eager ; illustrated by N. M. Bodecker.,juv
pst.000049920413,"Hill, Susan,",s,    ,,,Fiction|Juvenile audience,New York|HarperCollins Publishers|2001.,2001,PZ7.H5574Ss 2001,45532449,nyu,009819940,,2001,Cats|Books and reading|Fiction|Mice,Stuart at the library / | $c: story by Susan Hill ; pictures by Lydia Halverson.,juv
pst.000018368406,"Scioscia, Mary.",s,    ,,,NotFiction|Juvenile audience|Biography,"New York, N.Y.|HarperCollins|c1983.",1983,GV1051.T3S34 1983,9326750,xxu,008159225,,1983,"Juvenile literature|Cycling|1878-1932|Biography|Taylor, Major|United States|Cyclists",Bicycle rider / | $c: Mary Scioscia ; pictures by Ed Young.,juv
pst.000058007136,"Jacques, Brian.",s,    ,,,Juvenile audience|Fiction,New York|Philomel Books|1991.,1991,PZ7.J15317Se 1991,23355592,nyu,012281288,,1991,"Ghosts|Children's stories, English|Ghost stories, English|Short stories|Fiction",Seven strange & ghostly tales / | $c: Brian Jacques.,juv
mdp.39076000415963,"Delaney, Ned.",s,    ,,,Fiction|Juvenile audience,Boston|Houghton Mifflin|1978.,1978,,4003539,mau,009920025,,1978,Juvenile fiction|Friendship|Schools,Rufus the Doofus / | $c: Ned Delaney.,juv
mdp.39015056271318,"Barker, Clive,",s,    ,,,Fiction|Juvenile audience,"New York, NY|Joanna Cotler Books|c2002.",2002,PZ7.B25046Ab 2002,49001992,nyu,004313399,,2002,,Abarat / | $c: Clive Barker.,juv
mdp.39015069115288,"Saro-Wiwa, Ken,",r,1989,,,Fiction|Juvenile audience,London|Saros International Publishers|2005.,2005,,72455257,enk,005282881,,2005,,Mr B goes to Lagos / | $c: Ken Saro-Wiwa.,juv
pst.000050239108,"Warner, Gertrude Chandler,",s,    ,W376my83 2000,,Fiction|Juvenile audience,"Morton Grove, Ill.|Albert Whitman|c2000.",2000,PZ7.W244Mxqs 2000,43785027,ilu,007510027,,2000,Wild horses|Horses|Brothers and sisters|Mystery and detective stories|Orphans|Fiction,The mystery of the wild ponies / | $c: created by Gertrude Chandler Warner ; illustrated by Hodges Soileau.,juv
pst.000043792443,"Byars, Betsy Cromer.",s,    ,,,NotFiction|Juvenile audience,New York|Avon Books|1974].,1974,PS3552.Y2S8,3291892,xxu,007045189,,1974,,The summer of the swans / | $c: Betsy Byars ; illustrated by Ted CoConis.,juv
uc1.b3406879,"Mason, Miriam E. (Miriam Evangeline),",s,    ,,,Fiction|Juvenile audience,New York|Macmillan|c1947.,1947,PZ7.M416MiPS3525.A8166,301339,nyu,006290433,,1947,Fiction|Juvenile fiction,The middle sister / | $c: by Miriam E. Mason ; illustrated by Grace Paull.,juv
inu.30000037481888,"Aidoo, Ama Ata,",s,    ,,,Fiction|Juvenile audience,"Enugu, Nigeria|Tana Press|1986.",1986,,19858737,nr ,006062331,,1986,Children's stories,The eagle and the chickens and other stories / | $c: by Ama Ata Aidoo ; [edited by Irene Staunton].,juv
mdp.39015024079785,,s,    ,,,Juvenile audience|Fiction,New York|Delacorte Press|c1987.,1987,PZ5.V47 1987,15366268,nyu,000915209,,1987,,Visions : | nineteen short stories by outstanding writers for young adults / | $c: edited by Donald R. Gallo.,juv
mdp.39076000588025,"Cleary, Beverly.",c,1984,,,Fiction|Juvenile audience,"New York, N.Y.|Dell Pub. Co.|1985], c1984.",1985,,12974092,nyu,009908728,,1985,Juvenile fiction|School children,Ramona forever / | $c: Beverly Cleary ; illustrated by Alan Tiegreen.,juv
pst.000053509437,"McNish, Cliff.",s,    ,,,Juvenile audience|Fiction,New York|Phyllis Fogelman Books|2002.,2002,PZ7.M239Do 2002,46769501,nyu,012281390,,2002,Fantasy,The doomspell / | $c: Cliff McNish ; illustrations by Geoff Taylor.,juv
mdp.39015005605913,"Kipling, Rudyard,",s,    ,,,Juvenile audience|Fiction,San Diego|Harcourt Brace Jovanovich|c1983.,1983,PZ7.K632El 1983,8975748,cau,000163028,,1983,,The elephant's child / | $c: Rudyard Kipling ; illustrations by Lorinda Bryan Cauley.,juv
uc1.32106008091909,"Kazantzakis, Nikos,",s,    ,,,Juvenile audience|Fiction,"Athens, Ohio|Ohio University Press|c1988.",1988,PZ7.K2155At 1987,16717506,ohu,000878747,,1988,Juvenile fiction|Theseus (Greek mythology),At the palaces of Knossos : | a novel / | $c: Nikos Kazantzakis ; translated by Themi and Theodora Vasils ; edited by Theodora Vasils.,juv
wu.89033387069,"Noble, Iris.",s,    ,,,NotFiction|Bibliographies|Juvenile audience|Biography,New York|J. Messner|1974,1974,SB470.O5N62,940584,nyu,010024196,,1974,"1822-1903|Landscape architecture|Landscape architects|Juvenile literature|Olmsted, Frederick Law|History|United States|Parks","Frederick Law Olmsted, park designer.",juv
pst.000049207941,"Herman, Gail,",s,    ,Books H4754frienf 2002,,Fiction|Juvenile audience,"New York, N.Y.|Simon Spotlight|c2002.",2002,,49039758,nyu,006879018,,2002,"E.T., the Extra-Terrestrial (Motion picture)",A friend for E.T. / | $c: adapted by Gail Herman ; based on a motion-picture screenplay by Melissa Mathison.,juv
mdp.39076002775125,,s,    ,,,Fiction|Juvenile audience,Chicago|Book House for Children|c1926.,1926,PZ8.1.M618Ta,917382,ilu,006804716,,1926,Netherlands|Letterkunde|gtt|Folklore,Tales told in Holland / | $c: edited by Olive Beaupré Miller ; illustrated by Maud & Miska Petersham.,juv
mdp.39015054124402,"Ferris, Jean,",s,    ,,,Fiction|Juvenile audience,"San Diego, Calif.|Harcourt Inc.|2000.",2000,PZ7.F4174Ei 2000,42733870,cau,004231981,,2000,,Eight seconds / | $c: Jean Ferris.,juv
inu.39000003297707,"Sankawulo, Wilton.",s,    ,,,Fiction|Juvenile audience,London|Heinemann Educational|1974.,1974,PZ8.1.S243Mar,2525551,enk,007590430,,1974,Liberia|Tales,"The marriage of wisdom, and other tales / | $c: [retold by] Wilton Sankawulo ; illustrated by Shyam Varma.",juv
pst.000043917518,"Cohen, Daniel,",s,    ,,,NotFiction|Bibliographies|Juvenile audience,"Minneapolis, MN|Capstone Press|c1996.",1996,QE862.O65C626 1996,32552022,xxu,007063007,,1996,Diplodocus|Apatosaurus|Dinosaurs|Brachiosaurus|Juvenile literature|Stegosaurus,Stegosaurus and other Jurassic plant-eaters / | $c: by Daniel Cohen.,juv
pst.000066229841,"Selzer, Adam.",s,    ,,,Juvenile audience|Fiction,New York|Delacorte Press|c2007.,2007,PZ7.S4652Pi 2007,163592577,nyu,012267742,,2007,Motion pictures|Middle schools|Gifted children|Schools|Production and direction|Fiction,Pirates of the retail wasteland / | $c: by Adam Selzer.,juv
pst.000044815172,"Jane, Pamela.",s,    ,,,NotFiction|Juvenile audience,Boston|Houghton Mifflin|1990.,1990,PZ7.J213Ju 1990,21443235,xxu,009804513,,1990,Juvenile fiction|Drama|Imagination,Just plain Penny / | $c: Pamela Jane.,juv
mdp.39076002197551,"McConnell, Jane Tompkins,",s,    ,,,Fiction|Juvenile audience,New York|Frederick A. Stokes|1939.,1939,,1655925,nyu,009926469,,1939,Penguins|Juvenile fiction,The penguin twins / | $c: by Jane Tompkins ; illustrated by Kurt Wiese.,juv
pst.000047067455,"Koller, Jackie French.",s,    ,,,NotFiction|Juvenile audience,New York|Random House|2000.,2000,PZ7.K833Mom 2000,43903430,xxu,007044591,,2000,Fiction|Moles (Animals)|Shrews|Friendship,Mole and shrew are two / | $c: by Jackie French Koller ; illustrated by Anne Reas.,juv
mdp.39015024086939,"Kantrowitz, Mildred.",s,    ,,,Fiction|Juvenile audience,New York|Parents' Magazine Press|1970,1970,PZ7.K1285Max,77657,nyu,001113474,,1970,,Maxie / | $c: Pictures by Emily A. McCully.,juv
mdp.39076006980606,"Mazer, Harry.",s,    ,,,Fiction|Juvenile audience,New York|Delacorte Press|1974,1974,,797768,nyu,009911355,,1974,,The dollar man.,juv
pst.000045029745,"Clarke, Judith,",s,    ,2000,,NotFiction|Juvenile audience,"St. Lucia, Qld.|University of Queensland Press|2000.",2000,,45151616,xx ,007496702,,2000,,The heroic lives of Al Capsella / | $c: Judith Clarke.,juv
mdp.39015024079272,"Madison, Arnold.",s,    ,,,Juvenile audience|NotFiction,"New York|Holt, Rinehart and Winston|1966",1966,PZ7.M259Dan,1290027,nyu,001029962,,1966,,Danger beats the drum.,juv
pst.000022864796,,s,    ,,,Juvenile audience|NotFiction,"Union City, CA|Heian International|1980].",1980,QP111.6.O87 1980z,18844577,xxu,011195383,,1980,Juvenile literature|Respiratory organs|Heart,Our hearts and lungs.,juv
mdp.39015024086541,"Houston, James,",s,    ,,,Fiction|Juvenile audience,Don Mills|Longmans Canada|1967,1967,PZ7.H819Wh3,464599,onc,001031400,,1967,,"The white archer; | an eskimo legend, | $c: written and illustrated by James Houston.",juv
mdp.39015015516910,"Cole, Joanna.",s,    ,,,Fiction|Juvenile audience,New York|Four Winds Press|c1983.,1983,PZ8.1.C668Bo 1983,8431061,nyu,001835010,,1983,Juvenile literature|Baba Yaga (Legendary character),Bony-legs / | $c: Joanna Cole ; pictures by Dirk Zimmer.,juv
mdp.39015058278360,"Russ, Joanna,",s,    ,,,Novel|Fantastic fiction|Juvenile audience,New York|Daughters Pub. Co.|c1978.,1978,PZ7.R9Ki,4593657,nyu,003898045,,1978,Young women|Vampires|Dragons|Satyrs (Greek mythology)|Girls|Fantasy|Juvenile fiction|Mermaids,Kittatinny : | a tale of magic / | $c: Joanna Russ ; illustrated by Loretta Li.,juv
mdp.39015028916545,"Dupré, Rick.",s,    ,,,Fiction|Juvenile audience,Minneapolis|Carolrhoda Books|c1993.,1993,PZ7.D9284Wi 1993,27174435,mnu,002730098,,1993,,The wishing chair / | $c: by Rick Dupré.,juv
mdp.39015067702517,"Reinhardt, Dana.",s,    ,,,Fiction|Juvenile audience,New York|Wendy Lamb Books|2006.,2006,PZ7.R2758Br 2006,57754100,nyu,005541403,,2006,Fiction|Families|Jews|Terminally ill|High schools|Massachusetts|Families life|Adoption|Birthmothers|Juvenile fiction|United States,A brief chapter in my impossible life / | $c: Dana Reinhardt.,juv
pst.000044360511,"Scheidl, Gerda Marie.",s,    ,Books S3397crystb 1993,,NotFiction|Juvenile audience,New York|North-South Books|c1993.,1993,PZ8.S2773Cr 1993,27725265,xxu,007997418,,1993,Giants|Fiction|Fairy tales,The crystal ball / | $c: by Gerda Marie Scheidl ; illustrated by Nathalie Duroussy ; translated by Rosemary Lanning.,juv
pst.000045257742,"Davis, Patricia Anne.",s,    ,Books D385857brib 2000,,Fiction|Juvenile audience,"Morton Grove, Ill.|A. Whitman|2000.",2000,PZ7.D29743Br 2000,41662516,ilu,007517575,,2000,Blind|Pets|Brothers|Fiction|Parakeets|People with disabilities,Brian's bird / | $c: written by Patricia A. Davis ; illustrated by Layne Johnson.,juv
mdp.39076002195142,"Hope, Laura Lee.",s,    ,,,Fiction|Juvenile audience,New York|Grosset & Dunlap|c1939.,1939,,4533050,nyu,009926912,,1939,Juvenile fiction|Twins|Brothers and sisters|Bobbsey Twins (Fictitious characters),The Bobbsey twins at Lighthouse Point / | $c: by Laura Lee Hope.,juv
mdp.39015008181441,"Baylor, Byrd.",s,    ,,,Juvenile audience|Fiction,New York|Scribner|c1976.,1976,PZ7.B3435Haw,2272522,nyu,000719993,,1976,,"Hawk, I'm your brother / | $c: by Byrd Baylor ; illustrated by Peter Parnall.",juv
mdp.39076001173835,"McKillip, Patricia A.",c,1988,,,Fiction|Juvenile audience,"New York|Ballantine Books|1989, c1988.",1989,,20737721,nyu,009921603,,1989,Juvenile fiction|Islands|Magic|Fantasy,The changeling sea / | $c: Patricia A. McKillip.,juv
pst.000018270686,"Lawson, Robert,",t,1954,,,NotFiction|Juvenile audience,"New York|Puffin Books|1979, c1954.",1979,PZ10.3.L39To 1979,5101890,xxu,008385277,,1979,Juvenile fiction|Fiction|Animals,The tough winter / | $c: by Robert Lawson.,juv
pst.000061263123,"Bondoux, Anne-Laure.",s,    ,2007,,Fiction|Juvenile audience,New York|Delacorte Press|2007,2007,PZ7.B63696Li 2007,71044165,nyu,007496655,,2007,Sisters|Babies|Fiction|Orphans|Grief,Life as it comes / | $c: Anne-Laure Bondoux ; translated from the French by Y. Maudet.,juv
pst.000045056116,"Cooper, J. David (James David),",s,    ,gr.4 v.5,,NotFiction|Bibliographies|Juvenile audience,Boston|Houghton Mifflin|c1999.,1999,PE1117.I58 1999 gr.4,44260025,xxu,009423437,,1999,Literature|Study and teaching (Elementary)|Reading (Elementary),"Imagine / | $c: senior authors, J. David Cooper, John J. Pikulski ; authors, Kathryn H. Au ... [et al.] ; consultants, Dolores Malcolm, Tina Saldivar, Shane Templeton.",juv
pst.000044895426,"Hooks, William H.",s,    ,,,Juvenile audience|NotFiction,New York|Knopf|Distributed by Random House|1996.,1996,PZ7.H7664Fr 1996,27935288,xxu,012268480,,1996,Magic|Fiction|African Americans|Slavery,Freedom's fruit / | $c: William H. Hooks ; paintings by James Ransome.,juv
mdp.39015064760518,"Porter, Pamela Paige,",s,    ,,,Novel|Juvenile audience,Toronto|Groundwood Books|c2005.,2005,,60416329,onc,005288257,,2005,,The crazy man / | $c: Pamela Porter.,juv
mdp.49015000898982,"Hale, Janet Campbell.",s,    ,,,Fiction|Juvenile audience,"Garden City, N.Y.|Doubleday|1974",1974,PZ7.N134Ow,922387,nyu,004472571,,1974,Fiction|Indians of North America|Prejudices,The owl's song.,juv
mdp.49015000899584,"Hoban, Russell.",c,1974,,,Fiction|Juvenile audience,"New York|Atheneum|1975, c1974",1975,PZ7.H637Ho,271430701,nyu,004472631,,1975,,How Tom beat Captain Najork and his hired sportsmen. | $c: Illustrated by Quentin Blake.,juv
mdp.39015000661077,"Clapp, Patricia.",s,    ,,,Juvenile audience|NotFiction,"New York|Lothrop, Lee & Shepard Co.|1968",1968,PZ7.C5294Co,438183,nyu,000006061,,1968,,Constance; | a story of early Plymouth.,juv
mdp.39076001711857,"Lawson, Robert,",s,    ,,,Novel|Dust jackets (Bindings)|Juvenile audience,"Boston|Little, Brown and Company|1949.",1949,PZ8.L445Fab,217631,mau,009658341,,1949,Gulls|Fantasy|Juvenile fiction|Size|Adventure and adventurers|Friendship|Children|Conduct of life,The fabulous flight / | $c: by Robert Lawson ; illustrated by the author.,juv
mdp.39015005324945,"Sutcliff, Rosemary.",t,1978,,,Juvenile audience|Fiction,"New York|Thomas Y. Crowell|1979, c1978.",1979,PZ7.S966So 1979,6198133,nyu,000682485,,1979,"History | Juvenile fiction|Boadicea|Queen|Juvenile fiction|Roman period, 55 B.C.-449 A.D|d. 62",Song for a dark Queen / | $c: Rosemary Sutcliff.,juv
